id,checking,duration,history,purpose,amount,savings,employed,installp,marital,coapp,resident,property,age,other,housing,existcr,job,depends,telephon,foreign,good_bad
931,1,24,2,2,1747,1,2,4,3,2,1,2,24,3,2,1,2,1,1,2,0
932,2,9,2,3,1670,1,2,4,2,1,2,3,22,3,2,1,3,1,2,1,1
933,4,9,4,0,1224,1,3,3,3,1,1,1,30,3,2,2,3,1,1,1,0
934,4,12,4,3,522,3,5,4,3,1,4,2,42,3,2,2,3,2,2,1,0
935,1,12,2,3,1498,1,3,4,2,1,1,3,23,1,2,1,3,1,1,1,0
936,2,30,3,3,1919,2,2,4,3,1,3,4,30,2,2,2,4,1,1,1,1
937,3,9,2,3,745,1,3,3,2,1,2,1,28,3,2,1,2,1,1,1,1
938,2,6,2,3,2063,1,2,4,4,1,3,3,30,3,1,1,4,1,2,1,0
939,2,60,2,6,6288,1,3,4,3,1,4,4,42,3,3,1,3,1,1,1,1
940,4,24,4,1,6842,5,3,2,3,1,4,2,46,3,2,2,4,2,2,1,0
941,4,12,2,0,3527,5,2,2,3,1,3,2,45,3,2,1,4,2,2,1,0
942,4,10,2,0,1546,1,3,3,3,1,2,1,31,3,2,1,2,2,1,2,0
943,4,24,2,2,929,5,4,4,3,1,2,3,31,2,2,1,3,1,2,1,0
944,4,4,4,0,1455,1,4,2,3,1,1,1,42,3,2,3,2,2,1,1,0
945,1,15,2,2,1845,1,2,4,2,3,1,2,46,3,1,1,3,1,1,1,0
946,2,48,0,0,8358,3,2,1,2,1,1,3,30,3,2,2,3,1,1,1,0
947,1,24,1,2,3349,3,2,4,3,1,4,4,30,3,3,1,3,2,2,1,1
948,4,12,2,0,2859,5,1,4,3,1,4,4,38,3,2,1,4,1,2,1,0
949,4,18,2,2,1533,1,2,4,4,2,1,2,43,3,2,1,2,2,1,1,1
950,4,24,2,3,3621,2,5,2,3,1,4,3,31,3,2,2,3,1,1,1,1
951,2,18,4,9,3590,1,1,3,4,1,3,3,40,3,2,3,1,2,2,1,0
952,1,36,3,9,2145,1,4,2,3,1,1,3,24,3,2,2,3,1,2,1,1
953,2,24,2,1,4113,3,2,3,2,1,4,3,28,3,1,1,3,1,1,1,1
954,4,36,2,2,10974,1,1,4,2,1,2,3,26,3,2,2,4,1,2,1,1
955,1,12,2,0,1893,1,3,4,2,3,4,2,29,3,2,1,3,1,2,1,0
956,1,24,4,3,1231,4,5,4,2,1,4,2,57,3,1,2,4,1,2,1,0
957,3,30,4,3,3656,5,5,4,3,1,4,2,49,2,2,2,2,1,1,1,0
958,2,9,4,3,1154,1,5,2,3,1,4,1,37,3,2,3,2,1,1,1,0
959,1,28,2,0,4006,1,3,3,3,1,2,3,45,3,2,1,2,1,1,1,1
960,2,24,2,2,3069,2,5,4,3,1,4,4,30,3,3,1,3,1,1,1,0
961,4,6,4,3,1740,1,5,2,4,1,2,1,30,3,1,2,3,1,1,1,0
962,2,21,3,0,2353,1,3,1,1,1,4,2,47,3,2,2,3,1,1,1,0
963,4,15,2,0,3556,5,3,3,3,1,2,4,29,3,2,1,3,1,1,1,0
964,4,24,2,3,2397,3,5,3,3,1,2,3,35,1,2,2,3,1,2,1,1
965,2,6,2,5,454,1,2,3,4,1,1,2,22,3,2,1,2,1,1,1,0
966,2,30,2,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,1,1,1,0
967,2,27,4,3,2520,3,3,4,3,1,2,2,23,3,2,2,2,1,1,1,1
968,4,15,2,3,3568,1,5,4,2,1,2,3,54,1,1,1,4,1,2,1,0
969,4,42,2,3,7166,5,4,2,4,1,4,2,29,3,1,1,3,1,2,1,0
970,1,11,4,0,3939,1,3,1,3,1,2,1,40,3,2,2,2,2,1,1,0
971,2,15,2,5,1514,2,3,4,3,3,2,1,22,3,2,1,3,1,1,1,0
972,4,24,2,0,7393,1,3,1,3,1,4,2,43,3,2,1,2,2,1,1,0
973,1,24,1,0,1193,1,1,1,2,2,4,4,29,3,1,2,1,1,1,1,1
974,1,60,2,9,7297,1,5,4,3,2,4,4,36,3,1,1,3,1,1,1,1
975,4,30,4,3,2831,1,3,4,2,1,2,3,33,3,2,1,3,1,2,1,0
976,3,24,2,3,1258,3,3,3,2,1,3,3,57,3,2,1,2,1,1,1,0
977,2,6,2,3,753,1,3,2,2,3,3,1,64,3,2,1,3,1,1,1,0
978,2,18,3,9,2427,5,5,4,3,1,2,2,42,3,2,2,3,1,1,1,0
979,4,24,3,0,2538,1,5,4,3,1,4,3,47,3,2,2,2,2,1,1,1
980,2,15,1,0,1264,2,3,2,4,1,2,2,25,3,1,1,3,1,1,1,1
981,2,30,4,2,8386,1,4,2,3,1,2,2,49,3,2,1,3,1,1,1,1
982,4,48,2,9,4844,1,1,3,3,1,2,3,33,1,1,1,4,1,2,1,1
983,3,21,2,0,2923,2,3,1,2,1,1,3,28,1,2,1,4,1,2,1,0
984,1,36,2,1,8229,1,3,2,3,1,2,2,26,3,2,1,3,2,1,1,1
985,4,24,4,2,2028,1,4,2,3,1,2,2,30,3,2,2,2,1,1,1,0
986,1,15,4,2,1433,1,3,4,2,1,3,2,25,3,1,2,3,1,1,1,0
987,3,42,0,9,6289,1,2,2,1,1,1,2,33,3,2,2,3,1,1,1,0
988,4,13,2,3,1409,2,1,2,2,1,4,1,64,3,2,1,3,1,1,1,0
989,1,24,2,1,6579,1,1,4,3,1,2,4,29,3,3,1,4,1,2,1,0
990,2,24,4,3,1743,1,5,4,3,1,2,2,48,3,2,2,2,1,1,1,0
991,4,12,4,6,3565,5,2,2,3,1,1,2,37,3,2,2,2,2,1,1,0
992,4,15,1,3,1569,2,5,4,3,1,4,3,34,1,2,1,2,2,1,1,0
993,1,18,2,3,1936,5,4,2,4,1,4,3,23,3,1,2,2,1,1,1,0
994,1,36,2,2,3959,1,1,4,3,1,3,2,30,3,2,1,4,1,2,1,0
995,4,12,2,0,2390,5,5,4,3,1,3,3,50,3,2,1,3,1,2,1,0
996,4,12,2,2,1736,1,4,3,2,1,4,1,31,3,2,1,2,1,1,1,0
997,1,30,2,1,3857,1,3,4,1,1,4,2,40,3,2,1,4,1,2,1,0
998,4,12,2,3,804,1,5,4,3,1,4,3,38,3,2,1,3,1,1,1,0
999,1,45,2,3,1845,1,3,4,3,1,4,4,23,3,3,1,3,1,2,1,1
1000,2,45,4,1,4576,2,1,3,3,1,4,3,27,3,2,1,3,1,1,1,0
